"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,5.9959e-07,0,200,2,1.263,19,19
3,5.9959e-07,1,200,3,1.263,0,0
3,0.00017366,2,200,2,0.11847,13,13
3,0.00017366,3,200,1,0.11847,7,7
3,1.2958e-06,4,200,2,0.8362,5,5
3,1.2958e-06,5,200,1,0.8362,1,1
3,3.7054e-05,6,200,2,0.045015,21,21
3,3.7054e-05,7,200,1,0.045015,15,15
3,2.5269e-05,8,200,2,0.049437,17,17
3,2.5269e-05,9,200,1,0.049437,11,11
3,2.9704e-06,10,200,2,0.83573,9,9
3,2.9704e-06,11,200,1,0.83573,3,3
